year,hs_code,description,partner_country,partner_iso3,export_value_usd,net_weight_kg
2023,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)","China, Hong Kong SAR",HKG,31976.7,0.0
2023,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",United Arab Emirates,ARE,22456.0,0.0
2023,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",New Zealand,NZL,21333.6,0.0
2023,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Chile,CHL,19020.7,0.0
2023,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Singapore,SGP,16972.4,0.0
2023,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Czechia,CZE,16125.0,0.0
2023,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Switzerland,CHE,9700.7,0.0
2023,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Sweden,SWE,9246.1,0.0
2023,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",South Africa,ZAF,5006.0,0.0
2023,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Georgia,GEO,1073.0,0.0
2023,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Qatar,QAT,175.2,0.0
2023,090112,"Coffee, not roasted, decaffeinated",Chile,CHL,25916.0,0.0
2023,090121,"Coffee, roasted, not decaffeinated",Chile,CHL,922450.1,82947.82
2023,090121,"Coffee, roasted, not decaffeinated",USA,USA,86002.9,7825.52
2023,090121,"Coffee, roasted, not decaffeinated","China, Hong Kong SAR",HKG,31643.7,0.0
2023,090121,"Coffee, roasted, not decaffeinated",Japan,JPN,28108.7,0.0
2023,090121,"Coffee, roasted, not decaffeinated",United Kingdom,GBR,10018.0,0.0
2023,090121,"Coffee, roasted, not decaffeinated",Ireland,IRL,5732.4,0.0
2023,090121,"Coffee, roasted, not decaffeinated",Kyrgyzstan,KGZ,3687.5,0.0
2023,090121,"Coffee, roasted, not decaffeinated",Spain,ESP,3224.2,0.0
2023,090121,"Coffee, roasted, not decaffeinated",Panama,PAN,2648.0,0.0
2023,090121,"Coffee, roasted, not decaffeinated",Qatar,QAT,824.0,0.0
2023,090121,"Coffee, roasted, not decaffeinated",Georgia,GEO,424.8,0.0
2023,090121,"Coffee, roasted, not decaffeinated",Netherlands,NLD,420.0,0.0
2023,090122,"Coffee, roasted, decaffeinated",Chile,CHL,66462.0,8.32
2023,090190,Coffee husks/skins; coffee substitutes containing coffee,USA,USA,109300.9,13.07
2023,090190,Coffee husks/skins; coffee substitutes containing coffee,Peru,PER,6720.0,0.0
2023,090190,Coffee husks/skins; coffee substitutes containing coffee,Rep. of Korea,KOR,951.9,0.11
2023,090190,Coffee husks/skins; coffee substitutes containing coffee,United Kingdom,GBR,21.1,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Germany,DEU,31753829.3,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Russian Federation,RUS,19101931.1,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Poland,POL,13168758.5,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Peru,PER,10334712.3,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Colombia,COL,8788686.7,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Spain,ESP,7058973.6,0.0
2023,210111,"Extracts, essences and concentrates of coffee",USA,USA,6740296.0,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Estonia,EST,5542735.2,0.0
2023,210111,"Extracts, essences and concentrates of coffee",United Kingdom,GBR,3527901.5,0.0
2023,210111,"Extracts, essences and concentrates of coffee",United Arab Emirates,ARE,2286974.9,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Belgium,BEL,1722415.0,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Netherlands,NLD,1240290.3,0.0
2023,210111,"Extracts, essences and concentrates of coffee",China,CHN,1026506.3,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Türkiye,TUR,1025425.3,58074.92
2023,210111,"Extracts, essences and concentrates of coffee",Mexico,MEX,844982.5,248.8
2023,210111,"Extracts, essences and concentrates of coffee",Chile,CHL,650884.4,44322.5
2023,210111,"Extracts, essences and concentrates of coffee",Japan,JPN,578781.1,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Rep. of Korea,KOR,541789.4,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Viet Nam,VNM,434377.5,0.0
2023,210111,"Extracts, essences and concentrates of coffee",India,IND,417912.5,0.0
2023,210111,"Extracts, essences and concentrates of coffee","Other Asia, nes",S19,353335.4,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Italy,ITA,234112.5,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Czechia,CZE,212250.0,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Philippines,PHL,197529.6,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Malaysia,MYS,182800.0,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Greece,GRC,58387.5,0.0
2023,210111,"Extracts, essences and concentrates of coffee",Cuba,CUB,38.3,0.01
2023,210112,Preparations based on extracts/essences/concentrates of coffee,USA,USA,13147.5,522.08
2023,210112,Preparations based on extracts/essences/concentrates of coffee,Peru,PER,11729.0,0.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Chile,CHL,1722847.52,384100.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",France,FRA,1581145.15,217361.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",USA,USA,1412208.63,110185.94
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Colombia,COL,1367386.2,385550.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Japan,JPN,1239965.26,125709.8
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Rep. of Korea,KOR,521136.36,160191.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",China,CHN,471735.85,15713.77
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Germany,DEU,462528.01,57972.78
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Netherlands,NLD,390021.48,42488.5
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)","Other Asia, nes",S19,312210.7,17221.8
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Australia,AUS,267310.21,18029.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Belgium,BEL,233155.52,11638.5
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Russian Federation,RUS,190281.0,47050.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Canada,CAN,167666.14,14454.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",United Kingdom,GBR,150309.54,11322.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)","China, Hong Kong SAR",HKG,33113.22,2365.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Malaysia,MYS,18480.0,280.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",United Arab Emirates,ARE,13200.0,200.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Latvia,LVA,12390.0,1300.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Czechia,CZE,11600.0,2080.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Singapore,SGP,9570.0,150.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Saudi Arabia,SAU,9000.0,220.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Denmark,DNK,8730.24,120.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Switzerland,CHE,7216.1,770.63
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Norway,NOR,6745.59,150.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Kuwait,KWT,6135.4,150.0
2024,090111,"Coffee, not roasted, not decaffeinated (green Arabica/Robusta unspecified)",Greece,GRC,4008.0,120.0
2024,090112,"Coffee, not roasted, decaffeinated",Chile,CHL,55360.0,6550.0
2024,090112,"Coffee, not roasted, decaffeinated",Netherlands,NLD,6210.0,540.0
2024,090112,"Coffee, not roasted, decaffeinated",USA,USA,2779.68,210.78
2024,090121,"Coffee, roasted, not decaffeinated",Chile,CHL,1106184.2,163076.0
2024,090121,"Coffee, roasted, not decaffeinated",USA,USA,87226.15,8782.96
2024,090121,"Coffee, roasted, not decaffeinated",France,FRA,49603.75,6250.0
2024,090121,"Coffee, roasted, not decaffeinated","China, Hong Kong SAR",HKG,39415.42,3633.0
2024,090121,"Coffee, roasted, not decaffeinated",Japan,JPN,36092.93,1565.0
2024,090121,"Coffee, roasted, not decaffeinated",Rep. of Korea,KOR,25225.86,1120.0
2024,090121,"Coffee, roasted, not decaffeinated",Canada,CAN,24000.0,4320.0
2024,090121,"Coffee, roasted, not decaffeinated",Spain,ESP,14551.88,750.0
2024,090121,"Coffee, roasted, not decaffeinated",Ireland,IRL,11300.0,920.0
2024,090121,"Coffee, roasted, not decaffeinated",Austria,AUT,3890.83,116.5
2024,090121,"Coffee, roasted, not decaffeinated",Switzerland,CHE,2232.0,156.37
2024,090121,"Coffee, roasted, not decaffeinated","Other Asia, nes",S19,2160.0,60.0
2024,090121,"Coffee, roasted, not decaffeinated",China,CHN,2034.0,120.0
2024,090121,"Coffee, roasted, not decaffeinated",Uruguay,URY,1390.4,51.52
2024,090121,"Coffee, roasted, not decaffeinated",Netherlands,NLD,400.0,20.0
2024,090121,"Coffee, roasted, not decaffeinated",Russian Federation,RUS,229.5,14.76
2024,090122,"Coffee, roasted, decaffeinated",Spain,ESP,2477.0,240.0
2024,090190,Coffee husks/skins; coffee substitutes containing coffee,USA,USA,68817.53,5975.22
2024,090190,Coffee husks/skins; coffee substitutes containing coffee,Chile,CHL,26880.0,1105.92
2024,090190,Coffee husks/skins; coffee substitutes containing coffee,Poland,POL,141.2,40.0
2024,210111,"Extracts, essences and concentrates of coffee",Germany,DEU,42047889.69,4146250.0
2024,210111,"Extracts, essences and concentrates of coffee",Netherlands,NLD,12948647.5,1148780.0
2024,210111,"Extracts, essences and concentrates of coffee",USA,USA,12208728.08,1145690.3
2024,210111,"Extracts, essences and concentrates of coffee",Colombia,COL,11280618.9,1213590.0
2024,210111,"Extracts, essences and concentrates of coffee",Poland,POL,9814299.0,950450.0
2024,210111,"Extracts, essences and concentrates of coffee",Russian Federation,RUS,7249772.7,831603.0
2024,210111,"Extracts, essences and concentrates of coffee",Peru,PER,6610925.2,437114.0
2024,210111,"Extracts, essences and concentrates of coffee",United Arab Emirates,ARE,3760054.53,438750.0
2024,210111,"Extracts, essences and concentrates of coffee",Estonia,EST,2541521.73,217750.0
2024,210111,"Extracts, essences and concentrates of coffee",Spain,ESP,2362303.15,222970.0
2024,210111,"Extracts, essences and concentrates of coffee",United Kingdom,GBR,2308533.09,200570.0
2024,210111,"Extracts, essences and concentrates of coffee",Türkiye,TUR,1489554.9,179000.0
2024,210111,"Extracts, essences and concentrates of coffee",Chile,CHL,1422251.64,70830.0
2024,210111,"Extracts, essences and concentrates of coffee",Czechia,CZE,947250.0,120000.0
2024,210111,"Extracts, essences and concentrates of coffee",Mexico,MEX,852308.5,158300.0
2024,210111,"Extracts, essences and concentrates of coffee",China,CHN,677850.68,63300.0
2024,210111,"Extracts, essences and concentrates of coffee",Japan,JPN,593838.45,45877.16
2024,210111,"Extracts, essences and concentrates of coffee",Malaysia,MYS,519683.62,40025.0
2024,210111,"Extracts, essences and concentrates of coffee",Rep. of Korea,KOR,437933.74,41275.0
2024,210111,"Extracts, essences and concentrates of coffee",New Zealand,NZL,400680.0,36000.0
2024,210111,"Extracts, essences and concentrates of coffee",Finland,FIN,279137.0,16750.0
2024,210111,"Extracts, essences and concentrates of coffee",Italy,ITA,247404.0,21300.0
2024,210111,"Extracts, essences and concentrates of coffee",Romania,ROU,216912.5,16750.0
2024,210111,"Extracts, essences and concentrates of coffee",Lebanon,LBN,215237.5,16750.0
2024,210111,"Extracts, essences and concentrates of coffee",Viet Nam,VNM,185925.0,16750.0
2024,210111,"Extracts, essences and concentrates of coffee",Tunisia,TUN,150750.0,16750.0
2024,210111,"Extracts, essences and concentrates of coffee",Philippines,PHL,95526.0,6750.0
2024,210111,"Extracts, essences and concentrates of coffee","Other Asia, nes",S19,87230.0,6500.0
2024,210111,"Extracts, essences and concentrates of coffee",Pakistan,PAK,83941.4,6488.0
2024,210111,"Extracts, essences and concentrates of coffee",Nicaragua,NIC,59400.0,6750.0
2024,210112,Preparations based on extracts/essences/concentrates of coffee,USA,USA,37545.44,8567.25
