Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024
58,'218,Ecuador,656,'01610,"Coffee, green",5312,Area harvested,ha,150000.000000,158000.000000,158000.000000,164000.000000,166000.000000,217755.000000,208339.000000,191230.000000,214462.000000,214830.000000,214880.000000,221329.000000,227332.000000,231809.000000,230665.000000,256179.000000,260000.000000,270061.000000,261635.000000,288000.000000,320900.000000,321877.000000,338971.000000,344980.000000,426969.000000,420514.000000,383100.000000,381130.000000,408680.000000,406880.000000,359110.000000,400460.000000,396770.000000,399880.000000,384010.000000,388490.000000,385160.000000,389782.000000,374922.000000,286746.000000,296348.000000,225450.000000,215978.000000,216279.000000,205544.000000,180676.000000,177804.000000,168479.000000,171923.000000,144931.000000,98347.000000,78710.000000,61627.000000,35483.000000,44027.000000,29872.000000,37260.000000,31924.000000,36047.000000,26909.000000,29481.000000,29901.000000,22373.000000,18533.000000
58,'218,Ecuador,656,'01610,"Coffee, green",5412,Yield,kg/ha,356.700000,351.300000,270.900000,286.600000,398.800000,262.800000,296.300000,316.300000,206.800000,335.400000,289.700000,322.500000,329.800000,300.400000,331.400000,340.000000,318.000000,279.400000,343.000000,241.100000,268.300000,260.800000,239.200000,281.900000,283.100000,280.600000,291.600000,378.900000,316.400000,331.700000,325.600000,343.800000,345.300000,467.100000,385.900000,434.800000,451.400000,123.600000,354.600000,96.300000,556.100000,103.500000,109.200000,129.100000,198.500000,174.100000,217.600000,190.500000,195.600000,216.300000,242.300000,93.300000,125.900000,119.100000,120.300000,130.700000,203.000000,158.700000,225.800000,196.200000,166.800000,266.400000,249.600000,294.900000
58,'218,Ecuador,656,'01610,"Coffee, green",5510,Production,t,53500.000000,55500.000000,42800.000000,47000.000000,66200.000000,57222.000000,61731.000000,60493.000000,44345.000000,72053.000000,62252.000000,71385.000000,74980.000000,69638.000000,76437.000000,87101.000000,82680.000000,75447.000000,89728.000000,69445.000000,86085.000000,83938.000000,81075.000000,97258.000000,120861.000000,118000.000000,111720.000000,144401.000000,129309.000000,134980.000000,116917.000000,137671.000000,137004.000000,186797.000000,148205.000000,168919.000000,173868.000000,48190.000000,132939.000000,27606.000000,164790.000000,23325.000000,23579.000000,27932.000000,40805.000000,31461.000000,38687.000000,32096.000000,33624.000000,31347.000000,23829.000000,7340.030000,7760.000000,4224.530000,5297.440000,3904.530000,7564.000000,5065.000000,8140.980000,5280.290000,4916.870000,7965.970000,5584.190000,5465.050000
